,.FCHI,.AEX,.BFX,.STOXX50E,.IBEX,.GDAXI,.AORD,.FTSE,.MXX,.IXIC,.SSMI,.SPX,.RUT,.DJI,.BSESN,.NSEI,.KS11,.BVSP,.HSI,.KSE,.N225,.SSEC,.OSEAX,.GSPTSE
2002-05-29,0.008549422187761621,0.007123494504490813,0.005388221357045253,0.009151206515227528,0.008751700828938074,0.011946796834900977,0.0034555764612954703,0.006685749959389852,0.006969071842679091,0.010193192578176868,0.0048937956430489945,0.006616552162934468,0.004906217888457537,0.0062901692437847614,0.014806065521410474,0.0028100582236949296,0.014791689439016086,0.011562816570857637,0.008534473858600415,0.015904488869096043,0.007662942300831436,0.00952880540375929,0.008083804623645356,0.004710179321576714
2002-05-31,0.010213566360331734,0.007250994246387102,0.0065730074942926976,0.010572283559349891,0.009200251730368026,0.013599395684779527,0.005468890826980524,0.006415527225365654,0.006793828265883346,0.011666848648371161,0.005873811867571892,0.007412286777422947,0.0044997658428501805,0.007375331627748249,0.012199445056341702,0.005461262004527964,0.014763817432903321,0.009340015993786765,0.00907795762775165,0.008577123901429748,0.009179639157890008,0.006807433709213258,0.012091064406999079,0.006368458564397824
2002-06-05,0.010967003977495404,0.008602365180032764,0.007501758625705782,0.01384333448906368,0.009261239787532797,0.014124269939922558,0.0027015893695298736,0.018540370740047246,0.011161918480561485,0.017821466801635606,0.005900600577789922,0.008733340147926455,0.0036304510353501527,0.008845808655574184,0.008453239102226827,0.00373019766040873,0.010913540819866849,0.008179189500509913,0.0061700095849131,0.011205455926552029,0.007561665408770363,0.007184206854739725,0.00641811261387353,0.0043681672272221595
2002-06-07,0.012550168636062226,0.010414987948187938,0.00997855538777189,0.0218680411717122,0.010892561495828243,0.02286726706247382,0.005146016332263394,0.01371150328230643,0.008783896093179077,0.017705710178699412,0.0100977280917343,0.015021657812238966,0.008426505207901901,0.01515553715778164,0.009065466170406645,0.002775395620906481,0.010662174232045732,0.013664768329514408,0.0056903451542660915,0.006434207139774563,0.008957887068207814,0.01694112091546188,0.012823075544661663,0.0067027128229469445
2002-06-11,0.013716191262704819,0.009573682259805701,0.006911083830576343,0.012537287962888943,0.010460351424942662,0.014003807259009958,0.005373391801719598,0.0075697806735281325,0.0057722043086061384,0.013767927636696091,0.008414275334416323,0.01072798613517001,0.004626452695842985,0.011502181443804476,0.008030271737813895,0.003588893412403948,0.009687240813024882,0.01420247660023068,0.006873112183977923,0.011915980390404307,0.00615668579423052,0.006792431281057311,0.010118348021554703,0.0046217405242761364
2002-06-12,0.012052175450672796,0.0124168404058601,0.008433621699978943,0.01827638473331638,0.011021572094447325,0.0167317829492526,0.002915764344177948,0.010793935089771478,0.005064844972195905,0.022388910302859763,0.010254981357057652,0.015205034350914831,0.008639010009595343,0.01428053474772566,0.009040857676846628,0.0049475444419174956,0.010356282435526757,0.013810974194777137,0.005624957961469682,0.00790237417737797,0.00942811280899102,0.005762170403120988,0.011601183642012567,0.0054441759649665805
2002-06-14,0.024118946823333726,0.02284906754517348,0.019385404339275464,0.02221645838480337,0.01952270437474788,0.025495210330675838,0.003231210707934523,0.01806658532818529,0.007195799360081348,0.022675481380711633,0.01855152312783778,0.01924913764366082,0.009778972733445294,0.020880524519405638,0.007041841999389833,0.003277415713606047,0.011739100013697813,0.01056980706469612,0.006771497648579651,0.011163671019248103,0.011392896660731195,0.007650069048961004,0.013413469723330351,0.008079469635274021
2002-06-17,0.011763479967360848,0.00990726664184507,0.010403159604024154,0.01549277086431604,0.01109009909306044,0.015427980453030786,0.0029024294196753563,0.01229935268508469,0.004871661953476961,0.01197090437112418,0.013143742570717824,0.011514788676649693,0.004796477783974604,0.010268005368103388,0.007660448323706863,0.0028814178614161305,0.012064407559785105,0.01250971016394065,0.005197191016313308,0.00893207996943398,0.016940894001536637,0.006873555266299207,0.014183450304227812,0.0057920798908370616
2002-06-18,0.014743722179348063,0.01192162749503607,0.01111244786686084,0.01493328091407913,0.01139963218905768,0.01676104114808206,0.005343781494851076,0.010925777283735926,0.005172858317736999,0.013575389201684053,0.012002301284878664,0.00984050196242807,0.005496995003638814,0.009570363371486807,0.005316662102803878,0.0033456004395602756,0.00848550587372764,0.00919361057290664,0.007267258782304418,0.006364107680990798,0.014449426186769494,0.009199162908842554,0.008196769247982058,0.004521264261556809
2002-06-19,0.01216525995141493,0.01164041920825019,0.012116979796851194,0.020714790969584992,0.008627768622013691,0.02157691185180122,0.003195318280719319,0.012049270103906709,0.006091153470336305,0.013193534312344058,0.013491963607173717,0.011130495671833308,0.009222032595692122,0.012251183181737998,0.011523535147093535,0.0037031488155574444,0.01848425299041863,0.011147502875680275,0.01002216231533894,0.005783364008560978,0.01525189402706759,0.004907381001986199,0.010507426454712877,0.006485713711631462
2002-06-20,0.018521689729438833,0.016834588569650283,0.016156017796852044,0.019808882441844113,0.012027372331876984,0.01812426976535055,0.007627233670025031,0.011760929972650973,0.0057335097932486034,0.015675536028774265,0.017220150783732992,0.011481662907871839,0.009461673529173736,0.011657355246916001,0.011475815708924572,0.003949855393205863,0.017184925231801273,0.018043962791898016,0.009647654335712692,0.005397049353221328,0.013994488896086916,0.006622725358041499,0.010174453313082723,0.003565308429429799
2002-06-21,0.02340991502269925,0.02333824173613985,0.022775722031147555,0.02412738554612787,0.01786808206189741,0.023253555708144937,0.00618469028451048,0.017117712681111924,0.005422042970955414,0.016293868129876342,0.022468562338371807,0.012021923852998738,0.007470149516050468,0.013034972423004967,0.010169051424764259,0.002179717124351846,0.020133034698214276,0.022289665911157126,0.004749387691017351,0.006135532099765232,0.015149770627953415,0.013325159089782006,0.016883144789262457,0.00553553914094713
2002-06-24,0.024297324919593515,0.019359205323341656,0.013995615922505875,0.02100897467882476,0.01706686592963688,0.02429111143023925,0.003104496878940503,0.01149876508493412,0.008719236784761275,0.019966913057252993,0.015634788192777027,0.01599818158154232,0.009580714387760496,0.016478003247918118,0.009570523066481694,0.0028247697866100197,0.01573228332675839,0.021778190493704934,0.0070238642854823985,0.006536394587173423,0.014261881142265209,0.020470392135020277,0.011548193597848972,0.00623421401489727
2002-06-25,0.017492895526307246,0.014640609490386662,0.013404890068639132,0.022356236964294774,0.014568773428144182,0.021779055437217656,0.004797040029243129,0.013159709870719035,0.008680696373751556,0.017955985846419015,0.016322208883092385,0.015581808450167137,0.007863272488671314,0.016608985776931113,0.009547903676399669,0.002182228290013403,0.014573098044815316,0.015403908553948248,0.007700880374904513,0.004725137846639564,0.011758035827968888,0.028269140429988317,0.015353382393857062,0.00760473067283864
2002-06-26,0.02563141188887963,0.022828718341998528,0.021694647212543005,0.037684612455538134,0.0306388941296663,0.049734640425029716,0.006345902727492465,0.040188316593643233,0.016537446397775563,0.026199251760827064,0.022663157862372135,0.02377887974967702,0.011586153384354965,0.02797225208785306,0.005750845411000111,0.003122975759096658,0.018650925997743383,0.01796728466693006,0.008849961367299944,0.005171879094975885,0.016601436622584807,0.018350739971777705,0.0326726216742229,0.016636046630119188
2002-06-27,0.019013675406446277,0.019162315689417602,0.01439328798066307,0.024991119709528824,0.016853921919206222,0.027274331799563855,0.007230723086360585,0.01638390248388338,0.01131266352191207,0.020947606343088464,0.019419659081101295,0.017642954441966344,0.011238334478311277,0.01799249719468368,0.006290550653494237,0.00182688402185432,0.02021089013186208,0.011492614758126194,0.007384603990638466,0.004267253723142166,0.01321106556309142,0.013056332732723995,0.018600600803366542,0.007317012834135947
2002-06-28,0.017169423466380576,0.016559333599942962,0.015064894750913462,0.022980152350676443,0.01572027311850847,0.018745010681023896,0.003900826910020771,0.019800149516677898,0.00938216914393242,0.016633846339581232,0.014740188077829943,0.011194937815052838,0.007921594207443951,0.010920636891669826,0.006748960272710007,0.004113666600788352,0.01419020433033295,0.010427876526210885,0.0078755956101554,0.006003190435400112,0.011782826855406983,0.014733409030048002,0.013689291889681512,0.006203629982598847
2002-07-02,0.018810929666361522,0.014780116477538328,0.012897463357327285,0.0230037658905667,0.01403455374464753,0.02362771119967188,0.005782580469179905,0.015643804085180176,0.006022443468933002,0.020376557576460258,0.012462069910227594,0.01614574855862682,0.009142325092165286,0.015330143550508586,0.006674199531524848,0.0022304608639479463,0.01651021189685644,0.010923991019348194,0.007805608282830029,0.006439598158353422,0.013693144435983285,0.009519946546013597,0.011941854479351187,0.00865748783680347
2002-07-03,0.02379633204794386,0.026256614082400268,0.0181720157462374,0.02496184601349628,0.02139016337642609,0.02531227739753774,0.0050667186167325734,0.015213542833219355,0.008453909619866942,0.02127096525932709,0.023787431818027352,0.014649596415649136,0.007306683551079634,0.014189910395756556,0.006543336939937028,0.001990158080585924,0.017533987734397443,0.013908396999805549,0.009260439749754832,0.006022157513994538,0.015814837775301394,0.007245312524330473,0.01325213935150095,0.007096273709721163
2002-07-05,0.014021084400295149,0.01629031619268024,0.013627711930390222,0.019285154746060504,0.013562065106760106,0.01635579866082057,0.005778143305950205,0.012751549573800825,0.006711159311703826,0.010798191279955176,0.012708672260936624,0.011975553170810107,0.004000215083117787,0.012422553560886746,0.006590892189995918,0.0020187500839044764,0.014991074539812015,0.014360652366132258,0.008047579588194525,0.00507416348995373,0.015728695209279123,0.008850279910163687,0.013096518675468684,0.004109962626440917
2002-07-08,0.01727240746381349,0.017432760543729154,0.014730068748787292,0.01888580048485634,0.019000699402622,0.022550567129761948,0.0038731970368536604,0.013235897547276497,0.004956114642198484,0.01655080054509147,0.01382935461734567,0.013489135220331953,0.009068422930281891,0.012114997447750454,0.008273138504079756,0.006129650379083152,0.016967413180994914,0.007183868755137011,0.008183223686597239,0.005263740870880745,0.012042602345556378,0.006094207726264534,0.00918260688359878,0.00444481238221621
2002-07-10,0.018666290879057894,0.018316298319802502,0.015270782137650972,0.02669314026257308,0.018829252439560632,0.020387375595787214,0.004666866757396948,0.02154329198373359,0.007069106793994193,0.020330329495952593,0.013622767129966658,0.01826737325747465,0.007411892186750325,0.017493967333180885,0.006982169950584034,0.006731227516818412,0.014113198822474655,0.00943488688247561,0.005570534028157656,0.004037648295746881,0.013517190741921932,0.008846391807248364,0.010088220791413123,0.006169580550014852
2002-07-11,0.02596639579541027,0.025733856255102924,0.02104327510048044,0.03220244385601192,0.022512325686001436,0.029220580221255017,0.008371024529967668,0.024669248134661502,0.00756694632065036,0.02720858161559327,0.01978963825939221,0.02502595240792246,0.009225685383164609,0.012655716558006505,0.007932824168173197,0.007584803240653854,0.01337927035624888,0.014687223627660199,0.009239146899432242,0.004310746687125422,0.0114086010030722,0.008992618750996245,0.01475412005367992,0.007248233186353281
2002-07-12,0.029641811234443823,0.027532615165254463,0.021084519370583244,0.03484589201784337,0.0201706849388785,0.041276370079764764,0.005709259113925981,0.031047641135762635,0.006982637393437537,0.021237222924662257,0.024117974507775315,0.019411573235047178,0.00895990108279222,0.02120853629832337,0.0072188586464471075,0.006992209067769753,0.013537313697222208,0.013278550617770751,0.006694645490095659,0.0025061859125197683,0.01233067368374494,0.005922591576493366,0.016478621910787927,0.007493335157760533
2002-07-15,0.022011519127545467,0.020400410345796968,0.017005159588057386,0.02357773262361332,0.019370493707066425,0.026060381157834205,0.0025902425923980004,0.020292730654557063,0.011987891728790346,0.024553334632143146,0.01639421830768701,0.023505297215049206,0.011792130231921627,0.025130028592693643,0.007260808114691966,0.007191262736392325,0.01930670417399096,0.01295361558198328,0.005274100210991319,0.0070210153810015006,0.01153830499536652,0.005754215649267271,0.009868422675788328,0.008936414874007604
2002-07-16,0.039530309279986665,0.04120346032308816,0.024603040482251377,0.04628619432179967,0.032170717729859556,0.0455906519005969,0.004414649017637473,0.04084524934904547,0.007416139654009165,0.024002441792063574,0.031781147085756675,0.02310021574260509,0.010105364905128365,0.013310539464657321,0.008902541199931984,0.009990017022755353,0.018691250793467513,0.010990100962871088,0.008193740417058431,0.009335264066275783,0.013813458330295132,0.00694971507181972,0.011601686582049181,0.009629984309269214
2002-07-18,0.025915888291629132,0.02567834376899141,0.020141156897189396,0.025095448932332332,0.021470148996287845,0.024598981758105355,0.005614724218550405,0.01845206246687345,0.004664881196154658,0.016126961459593064,0.0173563574052017,0.016388811505472264,0.00978533199600995,0.01695468810906883,0.007113712169331614,0.00745863596199666,0.016276670058104636,0.008864960714601624,0.009011799394454085,0.006161971694415963,0.012368946859741131,0.006422500263255945,0.011714946199236256,0.004489758264106113
2002-07-19,0.02385152232947197,0.020984798201724504,0.017394986472541448,0.03070401299164329,0.01994155774738774,0.03181004499525739,0.005811840851727892,0.028004564230771384,0.005227490107824674,0.017900904897267065,0.019602833434776718,0.02151037291067963,0.009686423586167513,0.026867737154963385,0.00696628895495721,0.00626138087241843,0.016242624117869624,0.011949838165866514,0.008677903020246989,0.0038302919156665634,0.013444325003401994,0.00479111019488683,0.016673978205602284,0.009541458989783062
2002-07-22,0.031530684837836935,0.028133758249769974,0.02376959722052311,0.03180185191776259,0.02534755783492761,0.029494955604416496,0.004994151145694102,0.026786293024912946,0.01046165921141575,0.028569939191111345,0.02833057106219887,0.0326201674561367,0.014159399925978502,0.03613910407467789,0.011238776505242909,0.010785187263659356,0.014280877758089661,0.020899985256573748,0.007483911930893183,0.005619482896364088,0.01809393782507003,0.0069746853953851756,0.026392959269926516,0.016802081245574908
2002-07-23,0.03735259729773955,0.04060128296949494,0.021736123975368747,0.03974989179534581,0.029710009141523334,0.03584299992857462,0.006904303030046743,0.027322362165253942,0.010135335170294073,0.0262860271310843,0.033838698736644704,0.028849103139714758,0.013450931090571388,0.02985714378961089,0.007960001260627564,0.007508975298996415,0.01982982860211101,0.018873374296431468,0.012223367441405007,0.004588302691966478,0.015753936967536082,0.008336484932659144,0.02048971200279545,0.011952882231566578
2002-07-24,0.055150641354956155,0.05224949931129101,0.03903982159361131,0.05546950264370504,0.03316628777714051,0.06069617918782862,0.009852551749939724,0.045726341709627284,0.016426022440374905,0.03310345659829801,0.03926455318465116,0.036473507528238906,0.01691551120235212,0.03703563428365849,0.007544948325151166,0.008512266142275888,0.015778287564308113,0.0173552432090334,0.012563403167633361,0.00361758441308715,0.014411627677545657,0.006094925236359408,0.02890304027090403,0.02938592845772956
2002-07-25,0.03634274138001425,0.040182269216111975,0.022930177769265113,0.05289896995879504,0.028443844658087275,0.05089078271083085,0.012722467772735759,0.04027455952822824,0.010284070067905994,0.03316266559304303,0.04021714284482427,0.034005627427450884,0.015952259509539705,0.0332627970870626,0.009734007026252128,0.00920182612026088,0.014524700327228785,0.019229650991960306,0.012328086719296713,0.0042864839452948725,0.014402904936452923,0.006606429576589244,0.04183619180713273,0.019760524283006765
2002-07-26,0.033066417914692545,0.034664391092521736,0.018173717776973977,0.03691027687429342,0.020460567427500635,0.041257194381673606,0.0064641680047977336,0.02570923550895281,0.008778302143528451,0.020127358701605633,0.030467202763332247,0.020497360082476476,0.008740518751664782,0.0208111916787074,0.012617762442327086,0.011411423777890294,0.023597694025694546,0.025424053306528447,0.015690434448790765,0.003620606362431616,0.017064508086739566,0.0063453093796908685,0.016469469978004758,0.00877293990729071
2002-07-29,0.02121882802562149,0.02041245408460482,0.015607651984222355,0.024677918282363282,0.020249404562154415,0.0252810215147549,0.007869265268525617,0.014431861290904234,0.00842337301347929,0.015962179972124735,0.019005274556135723,0.020877287549296245,0.009164945630595632,0.023993159023384145,0.01702683986344501,0.013016245102843601,0.015186114541428956,0.024335505401538303,0.009929062505499318,0.0037626369459067737,0.014746585299376938,0.006682374503861856,0.019087296348605794,0.011433205682349111
2002-07-30,0.023594562411231534,0.02353467591337939,0.015072629713430898,0.0251113004659695,0.023793920864275397,0.026716554151641637,0.011433587424741196,0.022920486176584473,0.010243280673680674,0.019549519670066066,0.028617447627641426,0.021822533432186556,0.013788005107647008,0.02226137365082847,0.011560151288421791,0.01186433242423694,0.010527099785292244,0.022938419521163614,0.008376658087531427,0.0038168797470571783,0.013733726740247892,0.005127651828165957,0.017825711137396453,0.0076355539399236404
2002-07-31,0.03187153458346648,0.03204805526022913,0.02011793208476209,0.03301904427310851,0.028620632100493516,0.03306952617155559,0.006065500462466128,0.021956789305932232,0.00705363752977846,0.015114550246451265,0.02540069468526993,0.01759342995093339,0.007464499696218849,0.018287915523763226,0.017469150664188,0.017154934473984446,0.015048013445285726,0.018170235989408614,0.009014607571878231,0.0037225178821522244,0.011666016331653236,0.00495926036171371,0.017587545612304748,0.010208945133582607
2002-08-01,0.02995535460482483,0.02872750746289521,0.02031003206675706,0.03039729366057939,0.02133662824774102,0.03406089589286371,0.004317853331818502,0.023241532557346557,0.009879757017105369,0.015405333546661688,0.020512851519393884,0.017865514648747177,0.006684795816007743,0.019082257525389914,0.009826740722190348,0.009627375653555008,0.014239709575876188,0.020547172724384735,0.010863466527982677,0.0033558671310705847,0.011871618626442646,0.006967653454670961,0.01121673940140806,0.009683828441169554
2002-08-02,0.028033724683678766,0.027851530680892567,0.014525752030022404,0.02859214190070062,0.02175385258125328,0.033032147371689295,0.0080413392440233,0.017829286687178487,0.007631232395535058,0.017815027586136373,0.026326715934343197,0.017858212442873448,0.00984020849181286,0.017969821406978424,0.012058914577166553,0.008592357256998568,0.014856467198994517,0.013630767144284286,0.009314736568965367,0.0022151502040683355,0.012531702181523465,0.0042890547844461795,0.01866735417229769,0.0047278019531459235
2002-08-06,0.034373890103396795,0.030228921398693667,0.02622363719590591,0.035679779237140746,0.025021716944168722,0.03991588006932579,0.00888086373246695,0.0279616630776086,0.011734395302962995,0.021390682671749865,0.031773785076460434,0.023636875377238423,0.010067602024702804,0.025313014395707597,0.007121067903425532,0.006771255832181048,0.020679989912906146,0.012904196094457027,0.009263734227354253,0.0030153296068324907,0.011464728983765817,0.009347869034885527,0.014841647335515016,0.0137415356454619
2002-08-07,0.028955226895550308,0.028468859518561682,0.020241383765296283,0.03345946408899431,0.024828371320128915,0.03517466380002089,0.008367522096156583,0.017767060835616567,0.010183371712055885,0.02089659416987132,0.030264560115023976,0.023987452332304905,0.008554085044641817,0.027450816781422006,0.010241292211029818,0.008942690610580771,0.012959295173573292,0.014966133407570574,0.010916034605317995,0.003403177026868103,0.01214272873679965,0.003548535217963949,0.020035345793207565,0.009311355651635603
2002-08-08,0.026538215085157857,0.025392039384454727,0.016539181374106763,0.03254167241543987,0.021203847327711543,0.03479538513085033,0.004807054329337808,0.019189692068118238,0.010285026147696465,0.018431596484452997,0.022186767208018387,0.016980370226467385,0.008152573661543,0.01712620629546135,0.010056107703530229,0.009795623541733245,0.010706591143137016,0.011428694623547345,0.009517111540904618,0.005708549132296504,0.01268307078651302,0.004424034674144548,0.012744069956403252,0.006792256661106434
2002-08-09,0.02075299964934226,0.02369289357420701,0.033548452085591075,0.02179311005481549,0.016301610244135394,0.026460926181190256,0.007052703327906419,0.015717772399942685,0.009095582165459077,0.016578446198655047,0.022572800984335107,0.01762039413214699,0.008146718135248933,0.019652632122697966,0.013729591481417064,0.01362372487833632,0.011855226921020956,0.015042373178936893,0.007214361609804633,0.00399781133747784,0.014122070654857948,0.0044529250211858854,0.012263332670636477,0.008837763681523904
2002-08-12,0.01653701231309332,0.016306670243835805,0.013137813059676257,0.023216584640433226,0.0182299864806313,0.026155550279996023,0.0031973075775889614,0.014539086819085303,0.005969138061746388,0.012363285850954026,0.01568877815570416,0.018404618104538327,0.004878376014258581,0.018826005166622577,0.007247425534354482,0.005451043194992098,0.013521405246445356,0.010207926911978749,0.009252868465843498,0.007632710803240286,0.011079664828915177,0.004219527433158845,0.007531595938006818,0.0067071510300714746
2002-08-13,0.017803444042117245,0.02226403778063629,0.014207275012302676,0.02094554251993488,0.016925999111706818,0.023498331697158842,0.004294213441296554,0.01555031570224219,0.008464811399580434,0.017698533547359226,0.015478895023027323,0.01712978890214354,0.010400101447231176,0.01861534270329182,0.008848856955191352,0.0036189036629113098,0.009768503398911046,0.018824637276338155,0.008865043964049357,0.007039225476217589,0.01295592436310123,0.00438059077543061,0.010256063752556338,0.00681389559684328
2002-08-19,0.01642159386466795,0.01605441073163696,0.01253996937292512,0.01887052491536735,0.01800020566547227,0.02076552400162105,0.003852430235896672,0.013787723132112859,0.007832551607393073,0.012115486826884011,0.015092845353265898,0.010734422661946007,0.005760377981840472,0.011146750367806754,0.005689128562883131,0.004792988991930803,0.013946883929648945,0.011657870823100588,0.008653022361665607,0.006882038085425747,0.012002998368511927,0.0039018750514976013,0.011499867528580492,0.004773897975038359
2002-08-20,0.017505672053120383,0.019856364167158094,0.015421409789198912,0.01629035183897205,0.018464165505280763,0.020892243015210213,0.0071495153726883415,0.012131229450072238,0.007081716448258336,0.012074440747753082,0.016760967461354966,0.013662090634397796,0.005844595556048893,0.013971432646632915,0.004879915575395527,0.00558515352607969,0.009931998986224697,0.009703848984745597,0.0058475106853313925,0.0054181452879099035,0.01149600771481126,0.00649056278096565,0.013646184741784056,0.005857584645267566
2002-08-21,0.0186948074182512,0.01811608793846508,0.013876693176012792,0.02151221991003718,0.017386313047227694,0.023503448175806033,0.0038909006493333368,0.013982863781614981,0.005851172129397776,0.016203435817072873,0.01852748752806489,0.01723865529629559,0.009395581157931153,0.017774688542731207,0.00669668098230946,0.008196711489064267,0.011315142082479565,0.011812008318148104,0.008305837552690874,0.005650624063242144,0.012558341819065923,0.004766228984243052,0.01043763749099383,0.00672634140538061
2002-08-22,0.016939038745640202,0.020557970257000083,0.012888121527363868,0.01992850279677327,0.015592919447916095,0.018172712331520575,0.0057662811822351044,0.013838455718243999,0.006129737751085683,0.013005551143796252,0.016097663732629032,0.012715345733994023,0.004812909075124972,0.012739113183989693,0.006713464498043452,0.006402435297830793,0.012388892500603111,0.011401326488659116,0.006710947190368902,0.011308064564446916,0.013451029635265845,0.005990991112022143,0.013045294837618657,0.004864891171661997
2002-08-23,0.01285762091742092,0.014865441989934237,0.009680936602899553,0.016072647362385575,0.014973294353892198,0.018163333156444608,0.0033562206236950245,0.01109862866888518,0.005224119633017384,0.011845478107083732,0.012402449854371514,0.012512572254137036,0.006405325679398605,0.013367544357192162,0.006146979176872579,0.00664708489844586,0.011933931329130397,0.014536820556497215,0.008206954909607477,0.010239526464036313,0.01166641251265358,0.004475730952298517,0.009205124144680877,0.009274641945650272
2002-08-27,0.020834848959582118,0.02058235451029109,0.014525433775409257,0.02265103614426722,0.01248930717353849,0.02438812754405512,0.00406955694851049,0.016373243965702094,0.009054815284751386,0.014839557766837258,0.01846415728992255,0.01590046079418455,0.007948996763389454,0.016840940465846912,0.007427518145485892,0.007121749972014947,0.010829422279877168,0.015412046811922809,0.008325868446607917,0.007791443333261413,0.010446909747523428,0.0037486148230626544,0.011586159411668734,0.006023510698482787
2002-08-28,0.015229781430184742,0.015698889161927986,0.01287769426292999,0.020380942465678568,0.011384286504761728,0.017848455752347316,0.004483446290590295,0.01392220333644068,0.006542798493694772,0.014056759340776237,0.013477638412006757,0.013253227376190299,0.009147265258013628,0.014928400660388908,0.005661078622504976,0.007494314804961971,0.011051523456827117,0.011798995924552224,0.009706067938274665,0.010422246868334102,0.010243988317589004,0.0032397961721957833,0.013927113478341448,0.009165907480440872
