,test_loss,mse,rmse,mae,r2,test_loss_improvement,mse_improvement,rmse_improvement,mae_improvement,r2_improvement
flexible_gsphar,0.5376506008989903,3.635245229816064e-05,0.006029299486520855,0.00415439810603857,0.15210825204849243,0.0,0.0,0.0,0.0,0.0
gsphar_crypto,0.5444983456345552,3.674400068121031e-05,0.006061682990821139,0.0042247045785188675,0.14274495840072632,-1.2736421616780458,1.0770893249187452,0.5371022682266968,1.692338352891709,-6.155677631994005
